!!id a e inc node peri ma epoch H
t68 47.6415 0.1929 8.1484 121.4321 247.2880 119.4087 53157.00 7.0 
t69 47.7957 0.2444 4.3051 233.8324 78.7921 170.4554 53157.00 7.0 
t70 47.8122 0.0611 2.6969 284.3838 21.6908 303.8570 53157.00 7.0 
t71 47.6759 0.2221 4.8724 209.1128 250.4669 91.4590 53157.00 7.0 
t72 47.6049 0.0793 18.3420 67.6550 307.6260 274.8599 53157.00 7.0 
t73 47.8581 0.0573 15.6633 169.6756 206.5194 75.6201 53157.00 7.0 
t74 47.8876 0.2936 3.4308 180.8271 352.0521 224.4171 53157.00 7.0 
t75 47.7257 0.1416 4.9141 134.1311 218.0377 103.2232 53157.00 7.0 
t76 47.9470 0.2037 3.5854 102.5246 66.3734 213.9811 53157.00 7.0 
t77 47.7323 0.1837 3.2930 5.5789 4.1081 115.9200 53157.00 7.0 
t78 47.7038 0.2447 13.3353 306.5740 103.0814 281.9337 53157.00 7.0 
t79 47.7145 0.2845 7.7192 14.9045 235.9140 168.5224 53157.00 7.0 
t80 47.6750 0.3197 10.9485 117.9852 256.0297 122.0862 53157.00 7.0 
t81 47.6426 0.0739 1.8190 141.5894 314.2383 229.1378 53157.00 7.0 
t82 47.9325 0.3546 2.4396 23.0696 40.3478 245.7694 53157.00 7.0 
t83 47.6200 0.2390 3.1255 41.5985 164.7420 33.5087 53157.00 7.0 
t84 47.6185 0.3143 7.5508 303.4176 197.6761 240.1350 53157.00 7.0 
t85 47.9768 0.0530 0.7462 3.5773 120.2530 221.7847 53157.00 7.0 
t86 47.6610 0.1930 2.3157 317.5043 8.7480 280.9644 53157.00 7.0 
t87 47.9336 0.3902 9.8559 4.8241 103.9869 269.0568 53157.00 7.0 
t88 47.9224 0.1666 1.1044 35.6262 56.0708 232.5322 53157.00 7.0 
t89 47.6554 0.1924 1.2592 171.5185 182.5879 281.8342 53157.00 7.0 
t90 47.6314 0.2232 2.1832 31.8725 82.0278 239.6402 53157.00 7.0 
t91 47.9093 0.3749 2.3486 114.6032 9.5913 53.5376 53157.00 7.0 
t92 47.8574 0.0996 7.7466 212.5916 288.1862 234.7745 53157.00 7.0 
t93 47.8904 0.2400 3.3527 286.3566 123.0927 96.2871 53157.00 7.0 
t94 47.7336 0.1260 7.7256 124.0262 208.1852 290.7667 53157.00 7.0 
t95 47.9123 0.1186 6.9400 162.3999 134.9969 146.8973 53157.00 7.0 
t96 47.7980 0.1920 5.7417 77.7908 78.4223 240.4930 53157.00 7.0 
t97 47.9780 0.3924 6.7776 209.4073 19.5233 344.5587 53157.00 7.0 
t98 47.7127 0.2640 11.6172 95.9282 230.1110 306.1491 53157.00 7.0 
t99 47.8926 0.3041 5.9829 8.9993 359.2578 117.1571 53157.00 7.0 
t100 47.7942 0.2485 7.7605 200.7873 120.0912 124.9711 53157.00 7.0 
t101 47.8351 0.2634 9.6720 313.4919 281.3389 5.4157 53157.00 7.0 
t102 47.6781 0.3638 4.3281 189.9304 35.4878 8.9977 53157.00 7.0 
t103 47.6685 0.2950 4.0078 193.0161 226.6465 77.4924 53157.00 7.0 
t104 47.8161 0.3261 1.5258 7.0091 181.5750 358.7091 53157.00 7.0 
t105 47.8099 0.2126 4.7175 182.5111 242.5939 245.3971 53157.00 7.0 
t106 47.8113 0.2813 3.4935 313.1995 100.6083 265.7560 53157.00 7.0 
t107 47.9358 0.2355 14.0231 172.8768 212.3772 308.3050 53157.00 7.0 
t108 47.7653 0.3558 3.7365 243.1329 197.0617 79.3910 53157.00 7.0 
t109 47.6293 0.3414 4.5014 270.2368 123.3219 306.9515 53157.00 7.0 
t110 47.9148 0.3377 5.2314 226.3734 354.5190 165.1593 53157.00 7.0 
t111 47.8592 0.1103 7.0906 131.6831 356.7890 207.7201 53157.00 7.0 
t112 47.7580 0.3325 5.6776 289.7564 291.3677 185.5115 53157.00 7.0 
t113 47.9057 0.3833 9.7542 38.6654 305.9979 133.3986 53157.00 7.0 
t114 47.7642 0.2698 8.2848 4.3994 334.5683 145.8311 53157.00 7.0 
t115 47.8334 0.3432 3.1662 132.4263 304.6980 84.2128 53157.00 7.0 
t116 47.9450 0.0959 5.3637 110.3653 308.4491 92.8119 53157.00 7.0 
t117 47.9173 0.2770 5.8492 26.0598 242.7604 344.7168 53157.00 7.0 
t118 47.6916 0.2015 5.3203 11.8404 248.3651 339.4642 53157.00 7.0 
t119 47.7210 0.3023 11.4096 240.0111 342.1431 348.3985 53157.00 7.0 
t120 47.6742 0.0767 5.0320 212.5550 20.2476 352.4115 53157.00 7.0 
t121 47.6020 0.1673 2.9560 74.4840 146.4798 156.3014 53157.00 7.0 
t122 47.7361 0.0697 4.3828 116.2775 61.1912 352.3162 53157.00 7.0 
t123 47.9646 0.1841 5.8571 348.8275 296.4792 157.0749 53157.00 7.0 
t124 47.9327 0.3649 14.1995 280.9983 359.4327 171.7723 53157.00 7.0 
t125 47.7185 0.2478 3.1557 263.3330 335.7744 354.6812 53157.00 7.0 
t126 47.9973 0.3220 12.7280 82.1963 252.6206 317.7614 53157.00 7.0 
t127 47.8308 0.1970 9.0077 286.6101 319.6983 170.2338 53157.00 7.0 
t128 47.9248 0.1790 4.4904 20.6608 40.8747 260.3738 53157.00 7.0 
t129 47.6253 0.2943 9.5374 295.9970 221.3345 224.7730 53157.00 7.0 
t130 47.6428 0.0419 9.2790 59.8822 46.3026 33.7244 53157.00 7.0 
t131 47.6183 0.3952 1.8858 200.4336 354.8792 213.0072 53157.00 7.0 
t132 47.6979 0.2375 2.8686 190.5531 165.0566 124.5686 53157.00 7.0 
t133 47.9526 0.2895 9.2378 35.5766 227.4876 189.6077 53157.00 7.0 
t134 47.7775 0.3492 2.3300 175.3474 94.4455 160.7165 53157.00 7.0 
t135 47.7858 0.1494 8.0648 10.1588 253.3373 158.0192 53157.00 7.0 
t136 47.9495 0.1909 5.5148 73.9444 355.1454 95.9366 53157.00 7.0 
t137 47.6522 0.2206 12.6397 88.8213 354.5445 93.9892 53157.00 7.0 
t138 47.6551 0.1710 0.5714 308.5953 134.1018 220.2030 53157.00 7.0 
t139 47.7201 0.2831 2.9472 39.1881 130.7844 205.1852 53157.00 7.0 
t140 47.7311 0.0876 9.4627 272.5617 153.9433 66.9513 53157.00 7.0 
t141 47.9622 0.2015 6.2593 123.8629 194.3053 311.9982 53157.00 7.0 
t142 47.8961 0.0557 8.9369 119.6916 31.2493 6.4475 53157.00 7.0 
t143 47.7111 0.3429 6.7418 339.5603 45.5648 138.8041 53157.00 7.0 
t144 47.9611 0.1835 9.4221 332.9172 211.5359 35.2162 53157.00 7.0 
t145 47.8197 0.2955 5.1736 92.3639 131.4903 181.5030 53157.00 7.0 
t146 47.9283 0.1870 5.7681 33.4859 87.0767 234.8186 53157.00 7.0 
t147 47.9777 0.1161 2.2232 21.9352 250.9848 317.1212 53157.00 7.0 
t148 47.6542 0.1068 11.7295 115.7778 39.3593 29.5122 53157.00 7.0 
t149 47.8174 0.1312 14.2800 202.5091 291.3482 47.4586 53157.00 7.0 
t150 47.8752 0.1490 4.9175 83.6415 344.8356 270.1337 53157.00 7.0 
t151 47.9416 0.0553 2.0273 106.7628 252.2440 90.4966 53157.00 7.0 
t152 47.6988 0.3965 3.0835 297.5350 220.6182 219.1559 53157.00 7.0 
t153 47.7958 0.1394 5.3778 96.3981 28.6382 210.1544 53157.00 7.0 
t154 47.9496 0.3963 2.7916 261.9476 111.3103 117.9494 53157.00 7.0 
t155 47.7615 0.2303 6.3631 356.7391 301.8402 320.4564 53157.00 7.0 
t156 47.7796 0.2186 6.4847 35.4969 240.4765 330.4945 53157.00 7.0 
t157 47.6253 0.0556 3.7601 236.7386 285.5699 26.8681 53157.00 7.0 
t158 47.8963 0.2617 4.6746 69.1717 330.1931 271.9517 53157.00 7.0 
t159 47.8442 0.3600 11.5243 276.9532 101.4084 293.1740 53157.00 7.0 
t160 47.8327 0.3710 6.0440 304.7863 1.4721 153.2659 53157.00 7.0 
t161 47.6531 0.1826 4.8779 190.5808 176.4576 106.3044 53157.00 7.0 
t162 47.9574 0.3971 3.3065 100.1487 128.8489 185.1411 53157.00 7.0 
t163 47.9465 0.2089 6.1560 132.2311 282.1151 75.5104 53157.00 7.0 
t164 47.9578 0.2829 11.0616 36.1047 149.8242 17.7351 53157.00 7.0 
t165 47.8460 0.1601 8.5234 66.4381 285.0555 297.5002 53157.00 7.0 
t166 47.6368 0.2707 1.3230 169.6112 165.4894 128.2590 53157.00 7.0 
t167 47.6284 0.2507 8.8775 121.9698 241.9852 300.1741 53157.00 7.0 
t168 47.8964 0.0997 2.5882 63.9306 22.6946 247.1659 53157.00 7.0 
t169 47.7671 0.1079 10.1090 68.2787 285.3031 311.0595 53157.00 7.0 
t170 47.9620 0.3204 7.0322 107.0217 45.7093 43.8338 53157.00 7.0 
t171 47.6943 0.3854 4.2577 183.8009 42.1032 6.9754 53157.00 7.0 
t172 47.6666 0.2092 4.4372 168.7816 35.6810 37.3281 53157.00 7.0 
t173 47.8643 0.2832 6.9043 248.9555 200.5653 257.8084 53157.00 7.0 
t174 47.7002 0.3565 0.9236 39.5191 214.0299 180.3905 53157.00 7.0 
t175 47.7940 0.3323 9.7741 173.3039 220.3485 268.4811 53157.00 7.0 
t176 47.8844 0.3834 4.5769 130.3918 194.7738 156.1087 53157.00 7.0 
t177 47.9257 0.3004 6.5909 22.7880 332.8372 135.7688 53157.00 7.0 
t178 47.8062 0.2140 4.7080 138.5545 261.8301 98.5218 53157.00 7.0 
t179 47.6322 0.2496 12.4875 91.8089 91.8404 21.2568 53157.00 7.0 
t180 47.8084 0.2168 10.7375 164.8312 308.0059 234.3574 53157.00 7.0 
t181 47.8960 0.1943 5.3285 232.4227 7.4241 194.4711 53157.00 7.0 
t182 47.9295 0.0889 8.1463 26.3616 23.0791 80.7601 53157.00 7.0 
t183 47.7205 0.1546 3.4707 219.1090 256.9248 216.9807 53157.00 7.0 
t184 47.8011 0.3967 9.6973 210.7944 310.8586 45.7824 53157.00 7.0 
t185 47.6238 0.2376 5.2763 63.2681 59.8463 236.8759 53157.00 7.0 
t186 47.7546 0.2483 3.5410 227.9051 340.6024 196.8542 53157.00 7.0 
t187 47.7925 0.3114 3.5170 343.8290 301.4372 338.8940 53157.00 7.0 
t188 47.7148 0.2547 4.5560 270.4442 77.8811 144.9221 53157.00 7.0 
t189 47.6911 0.1984 4.6652 343.2502 339.5322 307.7159 53157.00 7.0 
t190 47.7354 0.3176 6.6990 155.5654 189.6021 152.3506 53157.00 7.0 
t191 47.9414 0.2543 7.7540 215.5840 92.8002 140.2870 53157.00 7.0 
t192 47.7621 0.3091 6.5289 253.3782 128.7862 111.3526 53157.00 7.0 
t193 47.9884 0.1583 3.5280 276.9949 333.1218 187.5847 53157.00 7.0 
t194 47.7478 0.1498 2.5457 337.1369 343.7896 312.3701 53157.00 7.0 
t195 47.7644 0.0916 8.4362 146.3330 172.2748 308.2216 53157.00 7.0 
t196 47.9916 0.3913 1.0636 129.9006 205.0163 161.4805 53157.00 7.0 
t197 47.6951 0.1408 0.8692 210.6208 91.5180 127.3263 53157.00 7.0 
t198 47.9586 0.2342 7.1349 66.7273 104.4695 32.8361 53157.00 7.0 
t199 47.9703 0.2024 10.8079 120.8392 98.9851 201.6901 53157.00 7.0 
t200 47.8908 0.1763 6.1062 301.6967 177.1853 220.8676 53157.00 7.0 
t201 47.8801 0.3484 4.5877 311.1907 352.5682 151.0223 53157.00 7.0 
t202 47.6887 0.0660 2.7996 192.4085 134.9310 113.1775 53157.00 7.0 
t203 47.7768 0.2000 0.8932 115.3428 106.0045 349.1525 53157.00 7.0 
t204 47.7496 0.2538 4.4027 349.9932 270.9586 334.6604 53157.00 7.0 
t205 47.7539 0.1889 2.6068 200.5400 8.6703 205.0910 53157.00 7.0 
t206 47.6522 0.2117 9.9606 4.8749 236.5391 7.5517 53157.00 7.0 
t207 47.7204 0.0771 5.8072 93.1578 19.2498 26.6737 53157.00 7.0 
t208 47.8662 0.1861 2.1832 166.8672 126.1091 159.6699 53157.00 7.0 
t209 47.7656 0.3092 12.3778 200.6769 321.5651 49.8066 53157.00 7.0 
t210 47.7505 0.1403 4.8671 326.4209 216.7045 18.1867 53157.00 7.0 
t211 47.9238 0.3149 11.7581 204.7109 281.4972 51.8440 53157.00 7.0 
t212 47.6160 0.2474 7.0983 311.0473 178.5925 236.7152 53157.00 7.0 
t213 47.8702 0.2983 7.1155 272.1693 48.9787 303.6102 53157.00 7.0 
t214 47.7259 0.0485 2.0787 257.6378 42.0233 288.9664 53157.00 7.0 
t215 47.9869 0.0792 5.0707 89.3442 187.7575 165.6276 53157.00 7.0 
t216 47.9662 0.3159 2.6265 308.3486 67.8978 134.7160 53157.00 7.0 
t217 47.7855 0.1076 5.1294 280.1460 116.5923 86.6891 53157.00 7.0 
t218 47.9271 0.0400 2.7640 274.7868 267.7467 355.8502 53157.00 7.0 
t219 47.8389 0.3294 12.0865 357.6730 38.0971 285.4516 53157.00 7.0 
t220 47.6946 0.1949 1.5835 330.8766 339.2572 308.5082 53157.00 7.0 
t221 47.6924 0.2887 2.1476 162.3197 256.3826 256.7297 53157.00 7.0 
t222 47.6370 0.3599 10.2196 262.8421 289.2921 189.6651 53157.00 7.0 
t223 47.9584 0.1072 4.9876 48.2490 192.7285 336.1441 53157.00 7.0 
t224 47.8071 0.3244 7.5518 327.3986 98.2267 93.6519 53157.00 7.0 
t225 47.6045 0.3838 2.0443 125.9122 88.0432 204.1662 53157.00 7.0 
t226 47.8402 0.2406 5.7981 343.3603 213.4031 207.6695 53157.00 7.0 
t227 47.9598 0.2243 6.8066 7.5082 40.1590 109.7751 53157.00 7.0 
t228 47.8709 0.0741 12.2840 74.9232 293.8814 102.7937 53157.00 7.0 
t229 47.8854 0.3825 5.8579 354.4827 30.3607 306.5612 53157.00 7.0 
t230 47.8826 0.2573 6.4339 217.7357 327.2810 212.6465 53157.00 7.0 
t231 47.7268 0.1543 3.2281 46.0506 103.7557 12.8256 53157.00 7.0 
t232 47.6331 0.1313 5.9960 312.6287 286.8149 190.0334 53157.00 7.0 
t233 47.6774 0.1266 7.0753 97.7960 275.9994 287.9295 53157.00 7.0 
t234 47.6799 0.2146 5.7971 9.4053 176.7518 190.7361 53157.00 7.0 
t235 47.9369 0.2948 7.5720 188.8953 246.9040 253.4011 53157.00 7.0 
t236 47.7429 0.1500 10.4313 274.7445 331.8378 169.6169 53157.00 7.0 
t237 47.8042 0.2020 4.9412 16.4289 35.8123 275.5285 53157.00 7.0 
t238 47.7804 0.3743 3.1456 144.4445 111.2732 167.2716 53157.00 7.0 
t239 47.8208 0.3478 13.1572 139.2860 158.3258 326.6008 53157.00 7.0 
t240 47.8272 0.2066 7.3893 161.3288 330.0916 255.7558 53157.00 7.0 
t241 47.8967 0.2260 5.2654 208.1219 111.5275 302.8358 53157.00 7.0 
t242 47.8045 0.1028 9.4401 148.2768 286.4996 239.6764 53157.00 7.0 
t243 47.9602 0.2406 1.7929 318.6545 52.3348 266.2020 53157.00 7.0 
t244 47.7935 0.1887 13.3581 322.6760 125.2554 68.7531 53157.00 7.0 
t245 47.8217 0.1780 7.7715 80.1353 198.8074 155.2413 53157.00 7.0 
t246 47.8115 0.0602 7.1000 342.2788 329.4341 117.1096 53157.00 7.0 
t247 47.6220 0.3371 13.7734 319.8459 322.2381 182.0257 53157.00 7.0 
t248 47.8734 0.2450 6.4435 281.1823 217.7941 223.3034 53157.00 7.0 
t249 47.9781 0.2317 4.2208 323.0195 146.0300 238.7710 53157.00 7.0 
t250 47.7351 0.1973 3.5259 309.7101 321.6129 312.8096 53157.00 7.0 
t251 47.6948 0.1156 5.5389 358.0816 359.2737 288.8548 53157.00 7.0 
t252 47.6220 0.2290 10.2393 223.4454 306.2684 46.4173 53157.00 7.0 
t253 47.8263 0.2132 4.1282 356.2921 349.7349 317.4974 53157.00 7.0 
t254 47.9743 0.0981 11.6865 14.3822 127.4539 52.9939 53157.00 7.0 
t255 47.8329 0.0473 4.8881 263.4086 144.2250 62.4226 53157.00 7.0 
t256 47.9243 0.0498 10.4585 111.5686 16.4023 193.1620 53157.00 7.0 
t257 47.9857 0.1864 1.4759 294.0593 83.3858 110.7361 53157.00 7.0 
t258 47.8770 0.2054 4.7175 291.0818 286.3333 178.6511 53157.00 7.0 
t259 47.8483 0.2719 11.7856 273.4824 114.3453 299.7053 53157.00 7.0 
t260 47.6147 0.1195 4.4824 196.7917 17.0696 185.4604 53157.00 7.0 
t261 47.7943 0.2449 11.3690 133.9740 23.4954 38.7988 53157.00 7.0 
t262 47.6743 0.3921 4.3608 319.7965 317.3667 163.9353 53157.00 7.0 
t263 47.7686 0.1245 3.9144 145.6494 331.6134 244.1219 53157.00 7.0 
t264 47.7081 0.3187 2.8491 219.4669 352.4571 193.7511 53157.00 7.0 
t265 47.9123 0.2794 9.3518 257.9753 120.8099 103.9187 53157.00 7.0 
t266 47.8951 0.2035 6.6445 156.8888 355.0430 239.3005 53157.00 7.0 
t267 47.6904 0.1503 12.9326 238.9194 5.9776 329.3675 53157.00 7.0 
t268 47.7004 0.1373 5.9319 345.9758 145.3441 235.2626 53157.00 7.0 
t269 47.9162 0.1752 3.8526 165.6720 245.0148 268.7862 53157.00 7.0 
t270 47.6790 0.1408 3.7266 22.8578 233.2338 332.6960 53157.00 7.0 
t271 47.6964 0.3897 8.6681 313.0082 163.3124 254.0899 53157.00 7.0 
t272 47.9684 0.0522 10.1944 61.2234 222.7048 129.4751 53157.00 7.0 
t273 47.7563 0.2061 8.3895 198.3297 265.1756 55.5809 53157.00 7.0 
t274 47.7470 0.3680 3.3444 31.6659 38.6640 88.4297 53157.00 7.0 
t275 47.9911 0.3675 6.2775 11.4514 148.6519 216.2915 53157.00 7.0 
t276 47.7032 0.2103 4.5565 91.8721 298.5590 101.8791 53157.00 7.0 
t277 47.7071 0.3859 4.7503 323.0746 354.1659 342.1785 53157.00 7.0 
t278 47.9070 0.3753 5.1939 214.2912 325.8535 39.4492 53157.00 7.0 
t279 47.6881 0.3731 0.9367 228.0598 103.0516 320.0331 53157.00 7.0 
t280 47.9140 0.0764 3.7040 107.8792 138.9770 157.9076 53157.00 7.0 
t281 47.8759 0.1559 5.6294 328.2377 10.6099 311.3251 53157.00 7.0 
t282 47.7601 0.0734 5.1901 239.1197 75.8542 292.4562 53157.00 7.0 
t283 47.9960 0.2901 2.3331 249.2297 145.6478 90.1912 53157.00 7.0 
t284 47.7385 0.2273 4.8270 160.4430 245.0379 78.3273 53157.00 7.0 
t285 47.8930 0.1016 10.2258 352.0871 351.3058 117.4468 53157.00 7.0 
t286 47.9669 0.0818 0.9573 339.8856 56.1064 78.0280 53157.00 7.0 
t287 47.7089 0.3945 10.4076 280.7434 173.6600 78.0372 53157.00 7.0 
t288 47.8159 0.2963 6.5244 331.4978 36.5504 294.5253 53157.00 7.0 
t289 47.8946 0.1536 11.8068 184.1808 218.6214 258.2746 53157.00 7.0 
t290 47.7811 0.3421 8.3270 201.1076 59.5293 174.1424 53157.00 7.0 
t291 47.9135 0.2713 6.0073 2.8718 340.3726 339.0279 53157.00 7.0 
t292 47.8615 0.2283 6.1174 277.5590 47.5533 306.0190 53157.00 7.0 
t293 47.6143 0.2735 7.6488 5.2060 145.8892 211.0226 53157.00 7.0 
t294 47.6778 0.1554 5.6556 146.8140 114.4083 170.8804 53157.00 7.0 
t295 47.6465 0.2227 3.0284 285.8165 82.8853 85.4581 53157.00 7.0 
t296 47.6636 0.2115 4.9919 318.1566 256.2924 351.1295 53157.00 7.0 
t297 47.8205 0.1049 4.4296 172.6529 5.0384 207.4163 53157.00 7.0 
t298 47.8429 0.1925 5.4545 36.7236 130.6224 32.7114 53157.00 7.0 
t299 47.8695 0.3293 6.2688 42.4810 286.5022 141.4256 53157.00 7.0 
t300 47.7683 0.3886 7.4979 194.3878 299.5224 229.4072 53157.00 7.0 
